"Code","Name","Status","Accepted Name","Family","Name Source","Level","Category","Habit"
"isothe","Isothecium Brid.","accepted","Isothecium Brid.","Lembophyllaceae","Flora of North America","genus","moss","moss"
"isocar","Isothecium cardotii Kindb.","accepted","Isothecium cardotii Kindb.","Lembophyllaceae","Flora of North America","species","moss","moss"
"isoeum","Isothecium eumyosuroides Dixon","synonym","Isothecium cardotii Kindb.","Lembophyllaceae","Flora of North America","species","moss","moss"
"isoeumvcav","Isothecium eumyosuroides var. cavernarum (Molendo) H.A. Crum, Steere & L.E. Anderson","synonym","Isothecium cardotii Kindb.","Lembophyllaceae","Flora of North America","species","moss","moss"
"isomyovcav","Isothecium myosuroides var. cavernarum Molendo","synonym","Isothecium cardotii Kindb.","Lembophyllaceae","Flora of North America","species","moss","moss"
"isospivcar","Isothecium spiculiferum var. cardotii (Kindb.) H.A. Crum, Steere & L.E. Anderson","synonym","Isothecium cardotii Kindb.","Lembophyllaceae","Flora of North America","species","moss","moss"
"isostovcar","Isothecium stoloniferum var. cardotii (Kindb.) Wijk & Margad.","synonym","Isothecium cardotii Kindb.","Lembophyllaceae","Flora of North America","species","moss","moss"
"isostovmyu","Isothecium stoloniferum var. myurellum (Kindb.) Wijk & Margad.","synonym","Isothecium cardotii Kindb.","Lembophyllaceae","Flora of North America","species","moss","moss"
"isostovspi","Isothecium stoloniferum var. spiculiferum (Mitt.) R.D. Williams & W.B. Schofield","synonym","Isothecium cardotii Kindb.","Lembophyllaceae","Flora of North America","species","moss","moss"
"isostovtha","Isothecium stoloniferum var. thamnoides (Kindb.) Wijk & Margad.","synonym","Isothecium cardotii Kindb.","Lembophyllaceae","Flora of North America","species","moss","moss"
"isotha","Isothecium thamnoides Kindb.","synonym","Isothecium cardotii Kindb.","Lembophyllaceae","Flora of North America","species","moss","moss"
"psestovcar","Pseudisothecium stoloniferum var. cardotii (Kindb.) Grout","synonym","Isothecium cardotii Kindb.","Lembophyllaceae","Flora of North America","species","moss","moss"
"isomyo","Isothecium myosuroides Brid.","accepted","Isothecium myosuroides Brid.","Lembophyllaceae","Flora of North America","species","moss","moss"
"hypmyo","Hypnum myosuroides Brid.","synonym","Isothecium myosuroides Brid.","Lembophyllaceae","Flora of North America","species","moss","moss"
"psemyo","Pseudisothecium myosuroides (Brid.) Grout","synonym","Isothecium myosuroides Brid.","Lembophyllaceae","Flora of North America","species","moss","moss"
"isosto","Isothecium stoloniferum Brid.","accepted","Isothecium stoloniferum Brid.","Lembophyllaceae","Flora of North America","species","moss","moss"
"hypsto","Hypnum stoloniferum Hook.","synonym","Isothecium stoloniferum Brid.","Lembophyllaceae","Flora of North America","species","moss","moss"
"isomyu","Isoetes myurellum Kindb.","synonym","Isothecium stoloniferum Brid.","Lembophyllaceae","Flora of North America","species","moss","moss"
"isoacu","Isothecium acuticuspis (Mitt.) Macoun & Kindb.","synonym","Isothecium stoloniferum Brid.","Lembophyllaceae","Flora of North America","species","moss","moss"
"isobra2","Isothecium brachycladon Kindb.","synonym","Isothecium stoloniferum Brid.","Lembophyllaceae","Flora of North America","species","moss","moss"
"isospi","Isothecium spiculiferum (Mitt.) Renauld & Cardot","synonym","Isothecium stoloniferum Brid.","Lembophyllaceae","Flora of North America","species","moss","moss"
"isospivmyu","Isothecium spiculiferum var. myurellum (Kindb.) Wijk & Margad.","synonym","Isothecium stoloniferum Brid.","Lembophyllaceae","Flora of North America","species","moss","moss"
"psemyovfil","Pseudisothecium myosuroides var. filescens (Renauld) Grout","synonym","Isothecium stoloniferum Brid.","Lembophyllaceae","Flora of North America","species","moss","moss"
"psesto","Pseudisothecium stoloniferum (Brid.) Grout","synonym","Isothecium stoloniferum Brid.","Lembophyllaceae","Flora of North America","species","moss","moss"
"psestovmyu","Pseudisothecium stoloniferum var. myurellum (Kindb.) Grout","synonym","Isothecium stoloniferum Brid.","Lembophyllaceae","Flora of North America","species","moss","moss"
"pingui","Pinguicula L.","accepted","Pinguicula L.","Lentibulariaceae","PAFC","genus","eudicot","forb"
"pinvil","Pinguicula villosa L.","accepted","Pinguicula villosa L.","Lentibulariaceae","PAFC","species","eudicot","forb"
"pinvul","Pinguicula vulgaris L.","accepted","Pinguicula vulgaris L.","Lentibulariaceae","PAFC","species","eudicot","forb"
"pinvulsmac","Pinguicula vulgaris ssp. macroceras (Link) Calder & Roy L. Taylor","accepted","Pinguicula vulgaris ssp. macroceras (Link) Calder & Roy L. Taylor","Lentibulariaceae","PAFC","subspecies","eudicot","forb"
"pinmac","Pinguicula macroceras Link","synonym","Pinguicula vulgaris ssp. macroceras (Link) Calder & Roy L. Taylor","Lentibulariaceae","PAFC","subspecies","eudicot","forb"
"pinmacvmac","Pinguicula macroceras var. macroceras Link","synonym","Pinguicula vulgaris ssp. macroceras (Link) Calder & Roy L. Taylor","Lentibulariaceae","PAFC","subspecies","eudicot","forb"
"pinmacvmic","Pinguicula macroceras var. microceras (Cham.) Casper","synonym","Pinguicula vulgaris ssp. macroceras (Link) Calder & Roy L. Taylor","Lentibulariaceae","PAFC","subspecies","eudicot","forb"
"pinvulvame","Pinguicula vulgaris var. americana A. Gray","synonym","Pinguicula vulgaris ssp. macroceras (Link) Calder & Roy L. Taylor","Lentibulariaceae","PAFC","subspecies","eudicot","forb"
"pinvulvmac","Pinguicula vulgaris var. macroceras (Link) Herder","synonym","Pinguicula vulgaris ssp. macroceras (Link) Calder & Roy L. Taylor","Lentibulariaceae","PAFC","subspecies","eudicot","forb"
"pinvulsvul","Pinguicula vulgaris ssp. vulgaris L.","accepted","Pinguicula vulgaris ssp. vulgaris L.","Lentibulariaceae","PAFC","subspecies","eudicot","forb"
"utricu","Utricularia L.","accepted","Utricularia L.","Lentibulariaceae","PAFC","genus","eudicot","forb"
"utrint","Utricularia intermedia Hayne","accepted","Utricularia intermedia Hayne","Lentibulariaceae","PAFC","species","eudicot","forb"
"utrmin","Utricularia minor L.","accepted","Utricularia minor L.","Lentibulariaceae","PAFC","species","eudicot","forb"
"utroch","Utricularia ochroleuca R.W. Hartm.","accepted","Utricularia ochroleuca R.W. Hartm.","Lentibulariaceae","PAFC","species","eudicot","forb"
"utrocc","Utricularia occidentalis A. Gray","synonym","Utricularia ochroleuca R.W. Hartm.","Lentibulariaceae","PAFC","species","eudicot","forb"
"utrsty","Utricularia stygia Thor","synonym","Utricularia ochroleuca R.W. Hartm.","Lentibulariaceae","PAFC","species","eudicot","forb"
"utrvul","Utricularia vulgaris L.","accepted","Utricularia vulgaris L.","Lentibulariaceae","PAFC","species","eudicot","forb"
"utrvulsmac","Utricularia vulgaris ssp. macrorhiza (Leconte) R.T. Clausen","accepted","Utricularia vulgaris ssp. macrorhiza (Leconte) R.T. Clausen","Lentibulariaceae","PAFC","subspecies","eudicot","forb"
"utrmac","Utricularia macrorhiza Leconte","synonym","Utricularia vulgaris ssp. macrorhiza (Leconte) R.T. Clausen","Lentibulariaceae","PAFC","subspecies","eudicot","forb"
"utrvulvame","Utricularia vulgaris var. americana A. Gray","synonym","Utricularia vulgaris ssp. macrorhiza (Leconte) R.T. Clausen","Lentibulariaceae","PAFC","subspecies","eudicot","forb"
"bazzan","Bazzania A. Gray","accepted","Bazzania A. Gray","Lepidoziaceae","Stotler & Crandall-Stotler 2017","genus","liverwort","liverwort"
"bazamb","Bazzania ambigua (Lindenb.) Trevis","accepted","Bazzania ambigua (Lindenb.) Trevis","Lepidoziaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"masamb","Mastigobryum ambiguum Lindenb.","synonym","Bazzania ambigua (Lindenb.) Trevis","Lepidoziaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"bazden","Bazzania denudata (Torr. ex Gottsche, Lindenb. & Nees) Trevis","accepted","Bazzania denudata (Torr. ex Gottsche, Lindenb. & Nees) Trevis","Lepidoziaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"masden","Mastigobryum denudatum Torr. ex Gottsche, Lindenb. & Nees","synonym","Bazzania denudata (Torr. ex Gottsche, Lindenb. & Nees) Trevis","Lepidoziaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"bazpea","Bazzania pearsonii Steph.","accepted","Bazzania pearsonii Steph.","Lepidoziaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"baztric","Bazzania tricrenata (Wahlenb.) Lindb.","accepted","Bazzania tricrenata (Wahlenb.) Lindb.","Lepidoziaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"baztri3","Bazzania triangularis (Schleich.) Lindb.","synonym","Bazzania tricrenata (Wahlenb.) Lindb.","Lepidoziaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"juntri4","Jungermannia tricrenata Wahlenb.","synonym","Bazzania tricrenata (Wahlenb.) Lindb.","Lepidoziaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"baztricvtri","Bazzania tricrenata var. tricrenata (Wahlenb.) Lindb.","accepted","Bazzania tricrenata var. tricrenata (Wahlenb.) Lindb.","Lepidoziaceae","Stotler & Crandall-Stotler 2017","variety","liverwort","liverwort"
"baztril","Bazzania trilobata (L.) Gray","accepted","Bazzania trilobata (L.) Gray","Lepidoziaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"juntri5","Jungermannia trilobata L.","synonym","Bazzania trilobata (L.) Gray","Lepidoziaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"placor","Plagiochila corniculata (Dumort.) Dumort.","synonym","Bazzania trilobata (L.) Gray","Lepidoziaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"platri","Plagiochila tridenticulata (Michx.) Dumort.","synonym","Bazzania trilobata (L.) Gray","Lepidoziaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"baztrilvtri","Bazzania trilobata var. trilobata (L.) Gray","accepted","Bazzania trilobata var. trilobata (L.) Gray","Lepidoziaceae","Stotler & Crandall-Stotler 2017","variety","liverwort","liverwort"
"kurzia","Kurzia G. Martens","accepted","Kurzia G. Martens","Lepidoziaceae","Stotler & Crandall-Stotler 2017","genus","liverwort","liverwort"
"kurmak","Kurzia makinoana (Steph.) Grolle","accepted","Kurzia makinoana (Steph.) Grolle","Lepidoziaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"lepmak","Lepidozia makinoana Steph.","synonym","Kurzia makinoana (Steph.) Grolle","Lepidoziaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"kurpau","Kurzia pauciflora (Dicks.) Grolle","accepted","Kurzia pauciflora (Dicks.) Grolle","Lepidoziaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"junpau3","Jungermannia pauciflora Dicks.","synonym","Kurzia pauciflora (Dicks.) Grolle","Lepidoziaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"micpau","Microlepidozia pauciflora (Dicks.) Schljakov","synonym","Kurzia pauciflora (Dicks.) Grolle","Lepidoziaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"kursyl","Kurzia sylvatica (A. Evans) Grolle","accepted","Kurzia sylvatica (A. Evans) Grolle","Lepidoziaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"lepsyl","Lepidozia sylvatica A. Evans","synonym","Kurzia sylvatica (A. Evans) Grolle","Lepidoziaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"micsyl","Microlepidozia sylvatica (A. Evans) Jørg.","synonym","Kurzia sylvatica (A. Evans) Grolle","Lepidoziaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"lepidozi","Lepidozia (Dumort.) Dumort.","accepted","Lepidozia (Dumort.) Dumort.","Lepidoziaceae","Stotler & Crandall-Stotler 2017","genus","liverwort","liverwort"
"spruce","Sprucella Steph.","synonym","Lepidozia (Dumort.) Dumort.","Lepidoziaceae","Stotler & Crandall-Stotler 2017","genus","liverwort","liverwort"
"lepfil","Lepidozia filamentosa (Lehm. & Lindenb.) Gottsche, Lindenb. & Nees","accepted","Lepidozia filamentosa (Lehm. & Lindenb.) Gottsche, Lindenb. & Nees","Lepidoziaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"junfil2","Jungermannia filamentosa Lehm. & Lindenb.","synonym","Lepidozia filamentosa (Lehm. & Lindenb.) Gottsche, Lindenb. & Nees","Lepidoziaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"leprep","Lepidozia reptans (L.) Dumort.","accepted","Lepidozia reptans (L.) Dumort.","Lepidoziaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"junrep1","Jungermannia reptans L.","synonym","Lepidozia reptans (L.) Dumort.","Lepidoziaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"lepsan","Lepidozia sandvicensis Lindenb.","accepted","Lepidozia sandvicensis Lindenb.","Lepidoziaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"haleca","Halecania M. Mayrh.","accepted","Halecania M. Mayrh.","Leprocaulaceae","Dillman et al. 2012","genus","lichen","lichen"
"halalp","Halecania alpivaga (Th. Fr.) M. Mayrh.","accepted","Halecania alpivaga (Th. Fr.) M. Mayrh.","Leprocaulaceae","Dillman et al. 2012","species","lichen","lichen"
"candis2","Candelariella disceptans (Nyl.) Zahlbr.","synonym","Halecania alpivaga (Th. Fr.) M. Mayrh.","Leprocaulaceae","Dillman et al. 2012","species","lichen","lichen"
"lecalp2","Lecania alpivaga Th. Fr.","synonym","Halecania alpivaga (Th. Fr.) M. Mayrh.","Leprocaulaceae","Dillman et al. 2012","species","lichen","lichen"
"lecdis2","Lecania disceptans (Nyl.) Lynge","synonym","Halecania alpivaga (Th. Fr.) M. Mayrh.","Leprocaulaceae","Dillman et al. 2012","species","lichen","lichen"
"lecdis3","Lecanora disceptans Nyl.","synonym","Halecania alpivaga (Th. Fr.) M. Mayrh.","Leprocaulaceae","Dillman et al. 2012","species","lichen","lichen"
"claopo","Claopodium (Lesq. & James) Renauld & Cardot","accepted","Claopodium (Lesq. & James) Renauld & Cardot","Leskeaceae","Flora of North America","genus","moss","moss"
"clabol","Claopodium bolanderi Best","accepted","Claopodium bolanderi Best","Leskeaceae","Flora of North America","species","moss","moss"
"thubol","Thuidium bolanderi (Best) Paris","synonym","Claopodium bolanderi Best","Leskeaceae","Flora of North America","species","moss","moss"
"claocri","Claopodium crispifolium (Hook.) Renauld & Cardot","accepted","Claopodium crispifolium (Hook.) Renauld & Cardot","Leskeaceae","Flora of North America","species","moss","moss"
"hypcri1","Hypnum crispifolium Hook.","synonym","Claopodium crispifolium (Hook.) Renauld & Cardot","Leskeaceae","Flora of North America","species","moss","moss"
"thucri","Thuidium crispifolium (Hook.) Lindb.","synonym","Claopodium crispifolium (Hook.) Renauld & Cardot","Leskeaceae","Flora of North America","species","moss","moss"
"clapel","Claopodium pellucinerve (Mitt.) Best","accepted","Claopodium pellucinerve (Mitt.) Best","Leskeaceae","Flora of North America","species","moss","moss"
"clasub6","Claopodium subpiliferum (Lindb. & Arnell) Broth.","synonym","Claopodium pellucinerve (Mitt.) Best","Leskeaceae","Flora of North America","species","moss","moss"
"lespel","Leskea pellucinervis Mitt.","synonym","Claopodium pellucinerve (Mitt.) Best","Leskeaceae","Flora of North America","species","moss","moss"
"leptop","Leptopterigynandrum Müll. Hal.","accepted","Leptopterigynandrum Müll. Hal.","Leskeaceae","Flora of North America","genus","moss","moss"
"lepaus","Leptopterigynandrum austroalpinum Müll. Hal.","accepted","Leptopterigynandrum austroalpinum Müll. Hal.","Leskeaceae","Flora of North America","species","moss","moss"
"lescur","Lescuraea Schimp.","accepted","Lescuraea Schimp.","Leskeaceae","Flora of North America","genus","moss","moss"
"lessax","Lescuraea saxicola (Schimp.) Milde","accepted","Lescuraea saxicola (Schimp.) Milde","Leskeaceae","Flora of North America","species","moss","moss"
"lesili","Lescuraea iliamniana Besch. & Cardot","synonym","Lescuraea saxicola (Schimp.) Milde","Leskeaceae","Flora of North America","species","moss","moss"
"lesjul1","Lescuraea julacea Besch. & Cardot","synonym","Lescuraea saxicola (Schimp.) Milde","Leskeaceae","Flora of North America","species","moss","moss"
"lesmutvsax","Lescuraea mutabilis var. saxicola (Schimp.) I. Hagen","synonym","Lescuraea saxicola (Schimp.) Milde","Leskeaceae","Flora of North America","species","moss","moss"
"lesstrvsax","Lescuraea striata var. saxicola Schimp.","synonym","Lescuraea saxicola (Schimp.) Milde","Leskeaceae","Flora of North America","species","moss","moss"
"psesax","Pseudoleskea saxicola (Schimp.) H.A. Crum, Steere & L.E. Anderson","synonym","Lescuraea saxicola (Schimp.) Milde","Leskeaceae","Flora of North America","species","moss","moss"
"leskea","Leskea Hedw.","accepted","Leskea Hedw.","Leskeaceae","Flora of North America","genus","moss","moss"
"lespol","Leskea polycarpa Hedw.","accepted","Leskea polycarpa Hedw.","Leskeaceae","Flora of North America","species","moss","moss"
"lesare","Leskea arenicola Best","synonym","Leskea polycarpa Hedw.","Leskeaceae","Flora of North America","species","moss","moss"
"lespolvpal","Leskea polycarpa var. paludosa (Hedw.) Schimp.","synonym","Leskea polycarpa Hedw.","Leskeaceae","Flora of North America","species","moss","moss"
"leskee","Leskeella (Limpr.) Loeske","accepted","Leskeella (Limpr.) Loeske","Leskeaceae","Flora of North America","genus","moss","moss"
"lesner","Leskeella nervosa (Brid.) Loeske","accepted","Leskeella nervosa (Brid.) Loeske","Leskeaceae","Flora of North America","species","moss","moss"
"lesner2","Leskea nervosa (Brid.) Myr.","synonym","Leskeella nervosa (Brid.) Loeske","Leskeaceae","Flora of North America","species","moss","moss"
"psener","Pseudoleskeella nervosa (Brid.) Nyholm","synonym","Leskeella nervosa (Brid.) Loeske","Leskeaceae","Flora of North America","species","moss","moss"
"ptener","Pterigynandrum nervosum Brid.","synonym","Leskeella nervosa (Brid.) Loeske","Leskeaceae","Flora of North America","species","moss","moss"
"pseudolea","Pseudoleskea Schimp.","accepted","Pseudoleskea Schimp.","Leskeaceae","Flora of North America","genus","moss","moss"
"pseatr","Pseudoleskea atricha (Kindb.) Kindb.","accepted","Pseudoleskea atricha (Kindb.) Kindb.","Leskeaceae","Flora of North America","species","moss","moss"
"lesatr","Lescuraea atricha (Kindb.) E. Lawton","synonym","Pseudoleskea atricha (Kindb.) Kindb.","Leskeaceae","Flora of North America","species","moss","moss"
"pseatrvatr","Pseudoleskea atrovirens var. atricha Kindb.","synonym","Pseudoleskea atricha (Kindb.) Kindb.","Leskeaceae","Flora of North America","species","moss","moss"
"psebai","Pseudoleskea baileyi Best & Grout","accepted","Pseudoleskea baileyi Best & Grout","Leskeaceae","Flora of North America","species","moss","moss"
"lesbai","Lescuraea baileyi (Best & Grout) E. Lawton","synonym","Pseudoleskea baileyi Best & Grout","Leskeaceae","Flora of North America","species","moss","moss"
"pseinc","Pseudoleskea incurvata (Hedw.) Loeske","accepted","Pseudoleskea incurvata (Hedw.) Loeske","Leskeaceae","Flora of North America","species","moss","moss"
"lesinc1","Lescuraea incurvata (Hedw.) E. Lawton","synonym","Pseudoleskea incurvata (Hedw.) Loeske","Leskeaceae","Flora of North America","species","moss","moss"
"lesinc2","Leskea incurvata Hedw.","synonym","Pseudoleskea incurvata (Hedw.) Loeske","Leskeaceae","Flora of North America","species","moss","moss"
"pseincvinc","Pseudoleskea incurvata var. incurvata (Hedw.) Loeske","accepted","Pseudoleskea incurvata var. incurvata (Hedw.) Loeske","Leskeaceae","Flora of North America","variety","moss","moss"
"psepat","Pseudoleskea patens (Lindb.) Kindb.","accepted","Pseudoleskea patens (Lindb.) Kindb.","Leskeaceae","Flora of North America","species","moss","moss"
"lespat","Lescuraea patens (Lindb.) Arnell & C.E.O. Jensen","synonym","Pseudoleskea patens (Lindb.) Kindb.","Leskeaceae","Flora of North America","species","moss","moss"
"pserad","Pseudoleskea radicosa (Mitt.) Macoun & Kindb.","accepted","Pseudoleskea radicosa (Mitt.) Macoun & Kindb.","Leskeaceae","Flora of North America","species","moss","moss"
"hyprad3","Hypnum radicosum Mitt.","synonym","Pseudoleskea radicosa (Mitt.) Macoun & Kindb.","Leskeaceae","Flora of North America","species","moss","moss"
"lesrad","Lescuraea radicosa (Mitt.) Mönk.","synonym","Pseudoleskea radicosa (Mitt.) Macoun & Kindb.","Leskeaceae","Flora of North America","species","moss","moss"
"pseradvden","Pseudoleskea radicosa var. denudata (Kindb.) Wijk & Margad.","accepted","Pseudoleskea radicosa var. denudata (Kindb.) Wijk & Margad.","Leskeaceae","Flora of North America","variety","moss","moss"
"psescivden","Pseudoleskea sciuroides var. denudata Kindb.","synonym","Pseudoleskea radicosa var. denudata (Kindb.) Wijk & Margad.","Leskeaceae","Flora of North America","variety","moss","moss"
"pseradvrad","Pseudoleskea radicosa var. radicosa (Mitt.) Macoun & Kindb.","accepted","Pseudoleskea radicosa var. radicosa (Mitt.) Macoun & Kindb.","Leskeaceae","Flora of North America","variety","moss","moss"
"psesav","Pseudoleskea saviana (De Not.) Latz.","accepted","Pseudoleskea saviana (De Not.) Latz.","Leskeaceae","Flora of North America","species","moss","moss"
"lessav1","Lescuraea saviana (De Not.) E. Lawton","synonym","Pseudoleskea saviana (De Not.) Latz.","Leskeaceae","Flora of North America","species","moss","moss"
"lessav2","Leskea saviana De Not.","synonym","Pseudoleskea saviana (De Not.) Latz.","Leskeaceae","Flora of North America","species","moss","moss"
"pseste","Pseudoleskea stenophylla Renauld & Cardot","accepted","Pseudoleskea stenophylla Renauld & Cardot","Leskeaceae","Flora of North America","species","moss","moss"
"lesste","Lescuraea stenophylla (Renauld & Cardot) Kindb.","synonym","Pseudoleskea stenophylla Renauld & Cardot","Leskeaceae","Flora of North America","species","moss","moss"
"pseudolee","Pseudoleskeella Kindb.","accepted","Pseudoleskeella Kindb.","Leskeaceae","Flora of North America","genus","moss","moss"
"pserup","Pseudoleskeella rupestris (Berggr.) Hedenäs & L. Soderström","accepted","Pseudoleskeella rupestris (Berggr.) Hedenäs & L. Soderström","Leskeaceae","Flora of North America","species","moss","moss"
"lesnervsib","Leskea nervosa var. sibirica (Arnell) Broth.","synonym","Pseudoleskeella rupestris (Berggr.) Hedenäs & L. Soderström","Leskeaceae","Flora of North America","species","moss","moss"
"lesrup","Leskea rupestris Berggr.","synonym","Pseudoleskeella rupestris (Berggr.) Hedenäs & L. Soderström","Leskeaceae","Flora of North America","species","moss","moss"
"psesib","Pseudoleskeella sibirica (Arnell) P. Wilson & Norris","synonym","Pseudoleskeella rupestris (Berggr.) Hedenäs & L. Soderström","Leskeaceae","Flora of North America","species","moss","moss"
"psetec","Pseudoleskeella tectorum (Funck ex Brid.) Kindb.","accepted","Pseudoleskeella tectorum (Funck ex Brid.) Kindb.","Leskeaceae","Flora of North America","species","moss","moss"
"hyptec","Hypnum tectorum Funck ex Brid.","synonym","Pseudoleskeella tectorum (Funck ex Brid.) Kindb.","Leskeaceae","Flora of North America","species","moss","moss"
"lestec1","Leskea tectorum (Funck ex Brid.) Lindb.","synonym","Pseudoleskeella tectorum (Funck ex Brid.) Kindb.","Leskeaceae","Flora of North America","species","moss","moss"
"lestec2","Leskeella tectorum (Funck ex Brid.) I. Hagen","synonym","Pseudoleskeella tectorum (Funck ex Brid.) Kindb.","Leskeaceae","Flora of North America","species","moss","moss"
"psetec2","Pseudoleskea tectorum (Funck ex Brid.) Schimp.","synonym","Pseudoleskeella tectorum (Funck ex Brid.) Kindb.","Leskeaceae","Flora of North America","species","moss","moss"
"campyls","Campylopus Brid.","accepted","Campylopus Brid.","Leucobryaceae","Flora of North America","genus","moss","moss"
"camatr","Campylopus atrovirens De Not.","accepted","Campylopus atrovirens De Not.","Leucobryaceae","Flora of North America","species","moss","moss"
"camatrvatr","Campylopus atrovirens var. atrovirens De Not.","accepted","Campylopus atrovirens var. atrovirens De Not.","Leucobryaceae","Flora of North America","variety","moss","moss"
"camatrvcuc","Campylopus atrovirens var. cucullatifolius J.-P. Frahm","accepted","Campylopus atrovirens var. cucullatifolius J.-P. Frahm","Leucobryaceae","Flora of North America","variety","moss","moss"
"camsch","Campylopus schimperi Milde","accepted","Campylopus schimperi Milde","Leucobryaceae","Flora of North America","species","moss","moss"
"camsubvsch","Campylopus subulatus var. schimperi (Milde) Husn.","synonym","Campylopus schimperi Milde","Leucobryaceae","Flora of North America","species","moss","moss"
"antitr","Antitrichia Brid.","accepted","Antitrichia Brid.","Leucodontaceae","Flora of North America","genus","moss","moss"
"antcal","Antitrichia californica Sull.","accepted","Antitrichia californica Sull.","Leucodontaceae","Flora of North America","species","moss","moss"
"antcurvcal","Antitrichia curtipendula var. californica (Sull. ex Lesq.) Braithw.","synonym","Antitrichia californica Sull.","Leucodontaceae","Flora of North America","species","moss","moss"
"crycal2","Cryphaea californica (Sull. ex Lesq.) Kindb.","synonym","Antitrichia californica Sull.","Leucodontaceae","Flora of North America","species","moss","moss"
"maccal","Macouniella californica (Sull. ex Lesq.) Kindb.","synonym","Antitrichia californica Sull.","Leucodontaceae","Flora of North America","species","moss","moss"
"antcur","Antitrichia curtipendula (Hedw.) Brid.","accepted","Antitrichia curtipendula (Hedw.) Brid.","Leucodontaceae","Flora of North America","species","moss","moss"
"antcurvgig","Antitrichia curtipendula var. gigantea Sull. & Lesq.","synonym","Antitrichia curtipendula (Hedw.) Brid.","Leucodontaceae","Flora of North America","species","moss","moss"
"antgig","Antitrichia gigantea (Sull. ex Lesq.) Kindb.","synonym","Antitrichia curtipendula (Hedw.) Brid.","Leucodontaceae","Flora of North America","species","moss","moss"
"neccur","Neckera curtipendula Hedw.","synonym","Antitrichia curtipendula (Hedw.) Brid.","Leucodontaceae","Flora of North America","species","moss","moss"
"lichenoc","Lichenoconium Petr. & Syd.","accepted","Lichenoconium Petr. & Syd.","Lichenoconiaceae","Dillman et al. 2012","genus","lichen","lichen"
"licero","Lichenoconium erodens M.S. Christ. & D. Hawksw.","accepted","Lichenoconium erodens M.S. Christ. & D. Hawksw.","Lichenoconiaceae","Spribille et al. 2010","species","lichen","lichen"
"liclec","Lichenoconium lecanorae (Jaap) D. Hawksw.","accepted","Lichenoconium lecanorae (Jaap) D. Hawksw.","Lichenoconiaceae","Spribille et al. 2010","species","lichen","lichen"
"licpyx","Lichenoconium pyxidatae (Oudem.) Petr. & Syd.","accepted","Lichenoconium pyxidatae (Oudem.) Petr. & Syd.","Lichenoconiaceae","Dillman et al. 2012","species","lichen","lichen"
"lichensg","Lichenostigma Hafellner","accepted","Lichenostigma Hafellner","Lichenotheliaceae","Dillman et al. 2012","genus","lichen","lichen"
"liccos","Lichenostigma cosmopolites Hafellner & Calatayud","accepted","Lichenostigma cosmopolites Hafellner & Calatayud","Lichenotheliaceae","Dillman et al. 2012","species","lichen","lichen"
"licmau","Lichenostigma maureri Hafellner","accepted","Lichenostigma maureri Hafellner","Lichenotheliaceae","Dillman et al. 2012","species","lichen","lichen"
"licsem","Lichenostigma semiimmersa Hafellner","accepted","Lichenostigma semiimmersa Hafellner","Lichenotheliaceae","Dillman et al. 2012","species","lichen","lichen"
"cryptoth","Cryptothele Th. Fr.","accepted","Cryptothele Th. Fr.","Lichinaceae","McCune et al. 2018","genus","lichen","lichen"
"crygra","Cryptothele granuliformis (Nyl.) Henssen","accepted","Cryptothele granuliformis (Nyl.) Henssen","Lichinaceae","McCune et al. 2018","species","lichen","lichen"
"ephebe","Ephebe Fr.","accepted","Ephebe Fr.","Lichinaceae","CNALH","genus","lichen","lichen"
"ephhis","Ephebe hispidula (Ach.) Horwood","accepted","Ephebe hispidula (Ach.) Horwood","Lichinaceae","CNALH","species","lichen","lichen"
"ephlan","Ephebe lanata (L.) Vain.","accepted","Ephebe lanata (L.) Vain.","Lichinaceae","McCune et al. 2018","species","lichen","lichen"
