"Code","Name","Status","Accepted Name","Family","Name Source","Level","Category","Habit"
"prodeb","Protolophozia debiliformis (R.M. Schust. & Damsh.) Konstant.","synonym","Barbilophozia sudetica (Nees ex Hübener) L. Söderstr., De Roo & Hedd.","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"psedeb","Pseudolophozia debiliformis (R.M. Schust. & Damsh.) Konstant. & Vilnet","synonym","Barbilophozia sudetica (Nees ex Hübener) L. Söderstr., De Roo & Hedd.","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"psesud","Pseudolophozia sudetica (Nees ex Hübener) Konstant. & Vilnet","synonym","Barbilophozia sudetica (Nees ex Hübener) L. Söderstr., De Roo & Hedd.","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"crosso","Crossocalyx Meyl.","accepted","Crossocalyx Meyl.","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","genus","liverwort","liverwort"
"crohel","Crossocalyx hellerianus (Nees ex Lindenb.) Meyl.","accepted","Crossocalyx hellerianus (Nees ex Lindenb.) Meyl.","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"anahel1","Anastrophyllum helleranum (Nees ex Lindenb.) R.M. Schust.","synonym","Crossocalyx hellerianus (Nees ex Lindenb.) Meyl.","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"anahel2","Anastrophyllum hellerianum (Nees ex Lindenb.) R.M. Schust.","synonym","Crossocalyx hellerianus (Nees ex Lindenb.) Meyl.","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"erehel","Eremonotus hellerianus (Nees ex Lindenb.) Buch","synonym","Crossocalyx hellerianus (Nees ex Lindenb.) Meyl.","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"isohel","Isopaches hellerianus (Nees ex Lindenb.) Buch","synonym","Crossocalyx hellerianus (Nees ex Lindenb.) Meyl.","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"junhel","Jungermannia helleriana Nees ex Lindenb.","synonym","Crossocalyx hellerianus (Nees ex Lindenb.) Meyl.","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"sphhel","Sphenolobus helleranus (Nees ex Lindenb.) Steph.","synonym","Crossocalyx hellerianus (Nees ex Lindenb.) Meyl.","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"gymnocol","Gymnocolea (Dumort.) Dumort.","accepted","Gymnocolea (Dumort.) Dumort.","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","genus","liverwort","liverwort"
"gymfas","Gymnocolea fascinifera Potemkin","accepted","Gymnocolea fascinifera Potemkin","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"gyminf","Gymnocolea inflata (Huds.) Dumort.","accepted","Gymnocolea inflata (Huds.) Dumort.","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"juninf","Jungermannia inflata Huds.","synonym","Gymnocolea inflata (Huds.) Dumort.","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"gyminfsacu","Gymnocolea inflata ssp. acutiloba (Schiffn.) R.M. Schust. & Damsh. ex L. Söderstr.& Vána","accepted","Gymnocolea inflata ssp. acutiloba (Schiffn.) R.M. Schust. & Damsh. ex L. Söderstr.& Vána","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","subspecies","liverwort","liverwort"
"gymacu","Gymnocolea acutiloba (Schiffn.) Müll. Frib.","synonym","Gymnocolea inflata ssp. acutiloba (Schiffn.) R.M. Schust. & Damsh. ex L. Söderstr.& Vána","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","subspecies","liverwort","liverwort"
"gyminfvacu","Gymnocolea inflata var. acutiloba (Kaal.) S. Arnell","synonym","Gymnocolea inflata ssp. acutiloba (Schiffn.) R.M. Schust. & Damsh. ex L. Söderstr.& Vána","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","subspecies","liverwort","liverwort"
"lopinfvacu","Lophozia inflata var. acutiloba Schiffn.","synonym","Gymnocolea inflata ssp. acutiloba (Schiffn.) R.M. Schust. & Damsh. ex L. Söderstr.& Vána","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","subspecies","liverwort","liverwort"
"gyminfsinf","Gymnocolea inflata ssp. inflata (Huds.) Dumort.","accepted","Gymnocolea inflata ssp. inflata (Huds.) Dumort.","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","subspecies","liverwort","liverwort"
"cephet","Cephalozia heterostipa Carrington & Spruce","synonym","Gymnocolea inflata ssp. inflata (Huds.) Dumort.","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","subspecies","liverwort","liverwort"
"gyminfvhet","Gymnocolea inflata var. heterostipa (Carrington & Spruce) Müll. Frib.","synonym","Gymnocolea inflata ssp. inflata (Huds.) Dumort.","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","subspecies","liverwort","liverwort"
"gyminfvinf","Gymnocolea inflata var. inflata (Huds.) Dumort.","synonym","Gymnocolea inflata ssp. inflata (Huds.) Dumort.","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","subspecies","liverwort","liverwort"
"isopac","Isopaches H. Buch","accepted","Isopaches H. Buch","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","genus","liverwort","liverwort"
"isoalb","Isopaches alboviridis (R.M. Schust.) Schljakov","accepted","Isopaches alboviridis (R.M. Schust.) Schljakov","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"lopalb","Lophozia alboviridis R.M. Schust.","synonym","Isopaches alboviridis (R.M. Schust.) Schljakov","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"isobic","Isopaches bicrenatus (Schmidel ex Hoffm.) H. Buch","accepted","Isopaches bicrenatus (Schmidel ex Hoffm.) H. Buch","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"lopbic","Lophozia bicrenata (Schmidel ex Hoffm.) Dumort.","synonym","Isopaches bicrenatus (Schmidel ex Hoffm.) H. Buch","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"isobicvbic","Isopaches bicrenatus var. bicrenatus (Schmidel ex Hoffm.) H. Buch","accepted","Isopaches bicrenatus var. bicrenatus (Schmidel ex Hoffm.) H. Buch","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","variety","liverwort","liverwort"
"neoort","Neoorthocaulis L. Söderstr., De Roo & Hedd.","accepted","Neoorthocaulis L. Söderstr., De Roo & Hedd.","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","genus","liverwort","liverwort"
"neoatt","Neoorthocaulis attenuatus (Mart.) L. Söderstr., De Roo & Hedd.","accepted","Neoorthocaulis attenuatus (Mart.) L. Söderstr., De Roo & Hedd.","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"baratt","Barbilophozia attenuata (Mart.) Loeske","synonym","Neoorthocaulis attenuatus (Mart.) L. Söderstr., De Roo & Hedd.","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"bargra","Barbilophozia gracilis (Schleich.) K. Muell.","synonym","Neoorthocaulis attenuatus (Mart.) L. Söderstr., De Roo & Hedd.","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"junatt","Jungermannia attenuata (Mart.) Lindenb.","synonym","Neoorthocaulis attenuatus (Mart.) L. Söderstr., De Roo & Hedd.","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"lopatt","Lophozia attenuata (Mart.) Dumort.","synonym","Neoorthocaulis attenuatus (Mart.) L. Söderstr., De Roo & Hedd.","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"lopgra1","Lophozia gracilis (Schleich.) Steph.","synonym","Neoorthocaulis attenuatus (Mart.) L. Söderstr., De Roo & Hedd.","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"ortatt","Orthocaulis attenuatus (Mart.) Evans","synonym","Neoorthocaulis attenuatus (Mart.) L. Söderstr., De Roo & Hedd.","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"ortgra","Orthocaulis gracilis (Schleich.) Buch","synonym","Neoorthocaulis attenuatus (Mart.) L. Söderstr., De Roo & Hedd.","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"neobin","Neoorthocaulis binsteadii (Kaal.) L. Söderstr., De Roo & Hedd.","accepted","Neoorthocaulis binsteadii (Kaal.) L. Söderstr., De Roo & Hedd.","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"barbin","Barbilophozia binsteadii (Kaal.) Loeske","synonym","Neoorthocaulis binsteadii (Kaal.) L. Söderstr., De Roo & Hedd.","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"junbin","Jungermannia binsteadii Kaal.","synonym","Neoorthocaulis binsteadii (Kaal.) L. Söderstr., De Roo & Hedd.","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"lopbin","Lophozia binsteadii (Kaal.) A. Evans","synonym","Neoorthocaulis binsteadii (Kaal.) L. Söderstr., De Roo & Hedd.","Anastrophyllaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
